X1	A_1_1	A_1_10	A_1_11	A_1_12	A_1_13	A_1_14	A_1_15	A_1_16	A_1_17	A_1_18	A_1_19	A_1_2	A_1_20	A_1_21	A_1_22	A_1_23	A_1_24	A_1_25	A_1_26	A_1_27	A_1_28	A_1_29	A_1_3	A_1_30	A_1_31	A_1_32	A_1_33	A_1_34	A_1_35	A_1_36	A_1_37	A_1_38	A_1_39	A_1_4	A_1_40	A_1_41	A_1_42	A_1_43	A_1_44	A_1_45	A_1_46	A_1_47	A_1_48	A_1_49	A_1_5	A_1_6	A_1_7	A_1_8	A_1_9
sp|O75648|MTU1_HUMAN	161858.12	265078.25	278609.1	140154.4	230986.84	195222.92	203025.04	159033.764	216445.95	229084.08	56912.856	141625	40673.998	70379.058	65296.95	45651.015	62995.005	269747.1	303761.57	232594.12	210265.05	241528.95	348096.48	149865.076	229562.62	267127.03	270522.04	177433.88	273253.15	154259.06	147068.17	236423.99	181687.79	198724.07	177291.06	257984.99	188957	178197.06	162675.18	90894.21	254930.19	211129.84	204846.07	269486.99	146606.76	226646.07	152333.01	211376.3	205611.28
sp|O75663|TIPRL_HUMAN	NA	2095.002	4908.002	NA	NA	NA	NA	NA	NA	NA	4404.0054	NA	NA	NA	NA	NA	NA	NA	3340.0154000000002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7361.9775	NA	NA	NA	NA	NA	NA	NA	NA	NA	1423.007	NA	NA	NA
sp|O75665|OFD1_HUMAN	31586.029	47176.05	45289.97	22553.039	41088.039	45662.04	54706.96	15686.977	54561.987	29590.966	16972.009	29926.038	11452.01	13378.975	11779.964	10717.027	11454.03	72758	40503.95	42332.949	31921.056	42452.95	77081.05	45982.96	117453.96	40234.893	107563.09	53081.9	74379.07	24742.011	36903.096	53846.015	76182.09	27805.038	52433	59591.9	39883.044	41751.995	35527.94	27502.961	44888.962	71244.86	52764.93	56799.891	22022.985	32575.999	19916.972	42440.061	31742.969
sp|O75676|KS6A4_HUMAN	14746.98	64259.994	42620.947	21132.9257	48733.05	22725.036	25462.008	24511.07	23466.01	27371.983	19423.954	2645.993	13917.0039	22299.09	22015.9494	12807.02	15373	55173.062	48497.034	43809.036	15521.99	37732.967	57240.984	33602.03	52057.24	54128.025	39397.92	5263.9825	34000.031	44719.947	13783.01	56147.953	30071.001	23534.021	37183.973	30603.97	13284.02	37150.1	30282.987	23128.942	52893.965	25275.039	48271.019	38262.963	27991.072	42266.862	49672.026	26492.963	20667
sp|O75688|PPM1B_HUMAN	13199.975	41966.025	21583.995	17392.939	10656.958	13012.005	19448.985	10512.03	2694.9912	27653.001	6343.039	6393	5727.0248	7442.97	NA	12008.954	16831.9898	26884.93	23658.069	31869.153	11858.959	30283.036	17227.03	4462.986	32730.005	9635.039	2806.992	14961.01	6370.989	4586.998	2771	28830.071	23974.008	27060.984	21031.935	18070.942	6841.03	21789.018	11398.029	14075.938	21285.998	15824.01	30076.054	41106.011	9988.99	30787.026	11325.004	20175.026	8817.982
sp|O75691|UTP20_HUMAN	245436.8	668946.8	360800.88	277225.19	290843.21	299230.86	310962.09	210522.14	217542.05	364504	250984.1	208457.97	155474.99	231555.06	222261.11	187525.28	219478.25	355397.19	462750.09	401276.22	231375.75	384613.02	678378.2	391164.59	624522.8	487996.9	543326.5	324478.12	496164.8	254981.91	237219.54	439945.64	335286.19	330896.46	263390.79	394404.34	211417.19	318252.14	312408.94	333700.98	381554.46	352718.14	393533.88	537367.6	241708.34	262828.15	297557.1	381818.38	313508.23
sp|O75694|NU155_HUMAN	38733.018	97287.19	91233.93	64717.01	82519.03	76703.05	68010.02	60617.93	100341.09	78352.8	52014.163	48049.01	34330.002	39928.102	52894.013	38964.97	39930.13	112020.99	116815.09	117798.11	78411.88	106555.17	87753.04	78279.96	150490.84	75677.9	105964.05	81506.96	107873.04	31644.969	107635.08	101612.8	118946.9	89896.16	82007.13	81616.91	59806.031	98574.07	69593.97	67113.1	100741.89	84414.01	112255	93091.95	62750.97	82516.04	79065.06	70052.08	52226.945
sp|O75695|XRP2_HUMAN	NA	3992.977	6368.978	NA	NA	NA	NA	NA	NA	NA	NA	3440.998	NA	NA	NA	NA	NA	NA	6001.014	8159.98	NA	5581.983	NA	NA	9795.927	NA	NA	1200.0025	4595.033	NA	5908.98	8026.018	NA	5828.042	NA	NA	3799.001	8138.986	3232.024	NA	4188.996	NA	NA	5656.003	NA	NA	9720.982	1758.012	5388.023
sp|O75717|WDHD1_HUMAN	68834.98	128235.85	210548.26	118933.88	91807.92	34094.995	142942.09	90474.77	147803.84	70036.05	12637.044	64482.04	12882.043	40148.993	37816.98	35183.097	31345.017	119135.72	162834.77	186510.17	75111.018	85224.9	146608.91	114313.831	135980.36	189489.04	61746.96	83609.986	180026.2	50540.883	51209.07	177322.7	173821.07	128274.79	138321.73	73379.92	108042.19	46819.938	126386.97	136263	230085.53	114256.85	118119.05	193983.92	72002.05	90708.06	111177.14	228002.82	160717.85
sp|O75718|CRTAP_HUMAN	64479.8	234527.2	238859.61	139393.18	163708.71	125952.79	115355.08	156218.77	200628.33	238590.86	122746.006	101688.94	92835.928	123660.655	109122.121	104267.328	115097.79	367737.81	337356.34	297343.26	179126.57	321638.82	406101.7	263016.23	362688.24	187518.88	311377.61	331035.38	309489.18	101773.08	195820.58	365810.03	339758.88	254502.39	275069.98	256523.17	206271.73	289023.6	285954.12	202669.49	316979.27	263916.63	282050.163	394452.8	193859.09	242576.34	267857.19	295544.91	234403.45
sp|O75746|CMC1_HUMAN	97043.08	171313.23	149547.07	107441	121950.89	138735.75	130253.97	84661.92	125139.92	106452.91	87073.02	87965.05	68446.97	77848.94	52506.02	66137.22	68013.02	158464	166251.23	150495.84	96198.01	138665.93	170936.32	104285	184989.03	187218.19	159163.23	101030.72	171158.72	124643.88	104021.11	184039.1	169164.03	129921.92	118078.03	131968.91	109539.28	110087.98	119246.93	63462.78	171746.95	146963.15	163371.83	135081.63	74690.11	114936.99	123610.02	146447.3	150566.05
sp|O75787|RENR_HUMAN	NA	26454.952	9055.019	52587.039	19091.969	9086.04	32825.887	49220.96	52150.088	41893.04	26864.99	28117.014	38837.035	32377.961	45909.898	22973.04	31144.1	37514.86	49800.897	36560.94	34075.111	46562.172	51829.12	NA	53880.98	5628.01	75647.897	27543.95	17267.92	41691.976	31521.964	38222.94	35513.96	72286.77	25562.97	50078.012	38359.992	13394.993	NA	27959.02	NA	24214.95	NA	NA	3510.984	43582.01	67042.86	56717.98	7657.98
sp|O75792|RNH2A_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	16977.019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2720.993	20723	NA	NA	NA	NA	2568.989	2558.989	NA	NA	NA	1458.995	NA	NA	NA	1427.0004	NA	2060.0147	NA	919.9929	NA	26224.0687	19490.0203	NA	NA	522.0119	1629.9946	NA
sp|O75794|CD123_HUMAN	5978.005	NA	NA	1447.999	2241.984	1872.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4533.0178	NA	NA	NA	17991.003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44087.998	NA	NA	NA	NA	NA	3043.039	NA
sp|O75817|POP7_HUMAN	53832.963	18742.94	50134.93	52030.026	61160.008	63314.899	34518.035	20616	48536.033	56428.969	38070.013	20623.97	13779.038	27215.943	11141.971	14244.96	20211.023	73905.913	73881.87	69940.941	30163.053	63616.042	78701.85	30310.982	86496.16	115251.24	87429.97	28287.09	60677.115	35975.974	21171.982	81160.09	71366.153	60815.96	51998.062	53366.859	30190.943	66373.029	49637.987	35810.074	45205.009	63680.902	62160.14	68391.024	21231.017	61635.826	38473.027	52055.874	34357.078
sp|O75818|RPP40_HUMAN	106035.96	180514.15	98984.84	81300.915	95915.02	135035.22	75691.943	75924.021	88481.849	104140.95	80243.15	42441.022	43991.055	62635.06	25780.009	43633.005	47319.062	161366.01	169644.23	140010.99	61415.91	135125.07	171185.98	41397.977	243737.97	132769.12	151723.05	111214.91	131469.86	49186.984	89795.87	162590.99	144314.99	133501.16	106875.01	138899.89	76702.92	138993.88	98853.149	73875.04	125932.96	112151.302	155649.19	150362.97	44108.061	113900.11	100226.964	129550.16	96944.06
sp|O75820|ZN189_HUMAN	3047.994	NA	2827.9982	1637.9998	NA	1269.01	NA	NA	NA	NA	NA	NA	NA	1834	NA	NA	NA	NA	NA	6107.9916	NA	2440.982	987.991	NA	4629.009	793.0102	4830.967	1433.011	536.9992	NA	1613.987	1694.002	2833.027	6594.008	3653.017	3480.997	NA	NA	NA	2461.9863	NA	4179.99	NA	1002.0001	NA	NA	NA	NA	NA
sp|O75821|EIF3G_HUMAN	67956.932	113447.82	80099.88	69904.1	95161.04	71787.97	56568.11	52469.93	46718.971	66188.08	26214.939	64259	14187.044	35996	9475.973	27573.052	26361.064	150597.87	117413.1	151197.18	76759.89	148116.95	161501.92	69257.092	198943.9	43394.878	56935.84	113042.94	117231.08	31091.948	70218.92	131903.18	125885.71	112003	90649.09	81094.83	49573.095	115419.1	108882.02	68412	122520.09	116522.89	162413.74	106588.04	67901.09	79703.97	88067.92	108472.93	69472.11
sp|O75822|EIF3J_HUMAN	28379.14	65672.856	51440.96	54371.904	51182.962	32801.101	49894.046	44193.004	40552.96	45244.947	32676.039	30480.983	16337.9883	31157.007	14981.995	17699.93	20798.952	27015.966	55725.069	77719	32007.019	36360.938	61684.955	26879.959	38860.024	53067.028	35085.161	23234.03	40436.068	21982.981	28214.975	76050.969	32670.026	53725.984	31383.943	22965.015	20784.088	35255.032	22622.928	31244.908	43479.121	33096.003	33190.967	45380.093	37218.011	63868.589	47301.139	22206.959	45599.044
sp|O75828|CBR3_HUMAN	NA	29155.075	6455.989	21738.98	7202.019	6842.01	5304.053	4761.016	7454.981	8978.015	3793.9773	3578.005	3584.9962	5936.968	890.994	NA	13139.994	34208.91	31105.018	30150.939	3413.9891	33517.03	11206.0195	16017.032	5305.996	28956.982	28565.033	14132.034	4636.996	23906.99	1760.9915	32411.994	20359.033	26428.9699	7783.027	2850.983	17808.957	10773.966	3676.0049	5457.997	30189.101	3661.972	4055.968	4462.006	NA	5723.983	7814.005	28933.9594	16330.909
sp|O75832|PSD10_HUMAN	421377	623819.6	255917.26	287513.83	272929.99	239232.29	197955.18	292731.38	286748.01	419070.51	353260.94	174865.88	156379.18	266986.66	117741.88	141745.07	148653.9	404052.64	507743.89	480697.2	240386.12	501298.9	556511.74	280502.89	638875.2	268377.85	458050.15	292077.99	338494.87	88244.98	192200.32	511536	419951.49	419069.09	276068	407059.52	159636.15	472330.88	316574.35	192537.92	469699.48	359531.92	467796.31	392056.2	222611.02	427828.32	372494.23	499911.26	303232.88
sp|O75843|AP1G2_HUMAN	30010.911	15030.02	NA	106632.097	71759.11	17974.97	91040.245	95412.174	42849.01	97781.04	32533.92	10975.97	4563.01	10169.99	NA	2014.998	NA	146263.878	86442.03	142385.797	NA	45235.961	153241.962	6944.068	12589.94	NA	NA	NA	NA	2146.98	NA	167638.1724	137966.89	78055.07	NA	80140.923	NA	49399.86	NA	NA	104462.172	NA	11996.01	39361.128	NA	10954.02	12504.995	81597.1	NA
sp|O75844|FACE1_HUMAN	13340.987	11112.011	23554.036	4067.009	7820.045	26641.022	32302.071	4947.998	17225.006	7483.01	2615.017	14624.99	NA	1077.995	3315.001	1228.0129	5923.978	7531.005	9352.005	14563.942	16155.969	17560.021	6937.02	21608.003	31827.08	23857.934	11615.07	12749.009	15153.005	6616.032	14778.97	17614.001	15290.029	8365.967	15103.021	3977.995	7137.978	NA	10762.951	2955.987	4975.028	13784.054	NA	28235.915	7977.019	10277.01	9385.029	11097.055	12088.012
sp|O75874|IDHC_HUMAN	NA	3152.996	NA	NA	NA	4146.01	1893.995	NA	NA	NA	1632.998	NA	NA	1634.995	1010.011	468.9995	NA	NA	3082.997	2532.999	NA	NA	NA	NA	NA	NA	3498.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2381.008	NA	NA	NA	NA	NA	NA	NA
sp|O75879|GATB_HUMAN	14784.029	35494.941	1228.993	6850.989	9222.008	13451.994	11450.006	7411.998	9980.023	13950.011	3414.007	6061.9936	1847.019	5776.0036	NA	3142.038	5265.985	2776.999	17639.966	16492.0239	4868.0096	9253.023	26592.045	3985	20220.043	5148.992	4894.001	5169.006	12448.046	NA	1749.992	7482.019	12013.973	13891.9623	7713.0032	16802.955	3405.018	8428.012	7426.999	8047.0256	12924.989	15506.938	9434.996	13247.987	3213.988	12515.971	6861.996	15984.983	6188.982
sp|O75880|SCO1_HUMAN	5882.01	NA	10932.02	11377.05	17627	15638.06	17356.01	13369.98	4072.993	6996.01	4972.98	9955.02	2996.002	4356.979	NA	3691.001	5618.017	15000.05	5746.008	6933.969	4499.982	8155.98	9407.01	NA	5629.993	NA	NA	5633.982	NA	8169.97	NA	6872.009	9360.99	12497.99	8061.983	11789.98	10224.05	5462.008	6792.019	7142.962	2192.999	7479.993	7391.977	5719.992	NA	7972.97	3344.993	5539.015	NA
sp|O75884|RBBP9_HUMAN	19372.974	114085.713	218823.85	118729.05	122950.06	110842.97	132877.14	88997.89	137590.79	128376.21	103795.92	71048.935	90858.01	94916.2	76080.048	73293.107	84324.146	197880.04	185343.74	218184.08	109546.92	191284.26	262745.48	116531.02	225062.34	172742.32	222052.95	36805.0775	233703.23	111182.82	146153.12	172021.97	192872.32	192750.99	143629.05	130326.82	115050.94	134489.71	157885.23	116010.08	246260.29	195107.97	221293	242744.82	118293.02	20075.922	171935.22	180578.79	167537.15
sp|O75886|STAM2_HUMAN	10196.064	15855.98	16024.952	17465.974	26055.979	17713.995	4404.971	13391.018	21634.978	19864.936	15106.008	11226.003	8182.021	16244.003	9189.01	5210	11782.95	16253.051	22092.016	19703.012	19950.933	15567.016	35324.918	9389.021	19738.994	19825.009	12527.019	10216.9697	19827.018	4886.045	14539.978	29218.969	20733.962	18772.024	15283.071	20235.942	9797.991	26745.035	17629.012	19663.942	16304.978	18588.984	16409.056	23264.102	18781.047	33720.047	14191.02	20385.06	24911.976
sp|O75907|DGAT1_HUMAN	619489.06	1730314.1	1601062.9	1358368.9	1534208.9	1245203.8	944068.6	770574.27	1168560	1447030.1	584112	579281.9	389967.42	693766.1	381705.69	425959.95	558102.1	2467731	1815821	2100312.1	1039305.1	1929169.3	1676362.6	1341098.6	2789028.1	1483554.8	2019232.7	629316.9	1759670.6	489990.55	1205743.8	2285588.3	1817712.8	1751361.5	1821871.7	1443084.9	1247430.3	1880575.7	1367984	1188054.2	1522637.8	1324449.5	2234557.8	2139349.8	789065.76	1020139.6	1216043.9	1141580.9	1267651
sp|O75909|CCNK_HUMAN	3515.98	3570.004	3750.021	3700.96	4609.018	4508.002	3185.995	NA	NA	3508.036	699.0036	2660.007	NA	NA	935.0088	NA	NA	5120.043	4200.021	3514.984	2163.0354	5724.004	5209.988	NA	5500.953	4773.012	6216.022	4065.002	3551.023	1684.997	NA	3660.006	4550.981	4825.035	NA	NA	2472.01	2929.992	3725.012	1991.004	NA	NA	1933.008	3357.996	1189.9879	3536.023	3014.012	3469.968	2706.976
sp|O75915|PRAF3_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	596.9991	NA	NA	NA	NA	2518.015	NA	NA	NA	NA	NA	NA	6348.977	NA	2629.02	NA	NA	3602.973	NA	NA	NA	2988.998	NA	NA	NA	NA	NA	14678.964	NA	NA	NA	NA	NA	NA	NA
sp|O75925|PIAS1_HUMAN	61658.866	136031.23	125108.18	119603.97	112741.91	132850.89	115725.86	103084.04	121852.73	117211.08	66820.86	82947.94	37722.968	65212.057	32357.089	30292.074	44922.08	129080	156224.95	146527.08	99206.09	148214.67	152655.92	77862.04	142195.96	115371.01	130671.22	101295.91	117987.12	88462.07	86117.06	144378.92	137300.9	128981.28	89932.99	138422.11	77361.11	133755.07	103614.95	85808.07	120942.86	122853.02	119877.06	140401.08	75963.02	111603.25	76287.97	107502.98	101245.86
sp|O75934|SPF27_HUMAN	NA	4887.011	NA	NA	NA	NA	NA	NA	NA	NA	4706.01	NA	NA	4372	NA	NA	NA	2940.987	NA	11121.001	NA	5539.009	6351.02	13299.005	15430.08	NA	NA	15413.043	19427.942	NA	NA	NA	7502.022	10102.04	16289.009	9019.001	NA	NA	4679.016	NA	NA	5844.035	NA	16593.978	NA	NA	10236.958	NA	NA
sp|O75935|DCTN3_HUMAN	2735	7116.965	3260.975	5466.985	3067.014	20988.988	8981.996	1098.9945	814.0087	1331.995	10942.982	1480.999	330.9924	NA	940.015	NA	3344.999	15754.024	6947.946	7547.992	3756	6765.024	5160.046	4503.987	14004.99	1949.997	32923.97	2011.015	7120.028	3062.004	NA	3040.003	23380.018	NA	12522.066	14334.996	3234.014	4015.983	6393.979	NA	5309.009	20026.987	8780.987	NA	2161.01	1911.997	NA	3008.998	3614.977
sp|O75937|DNJC8_HUMAN	NA	NA	NA	2002.998	NA	1853.991	9330.041	NA	2258.014	3597.057	2481.008	1362.008	NA	2283.01	NA	2362.996	NA	3259.02	2757.005	5017.014	NA	3408.986	NA	NA	17346.001	NA	15697.973	1201.007	13278.998	NA	1006.9998	12983.013	17834.052	1325.997	NA	1285.9991	1402.013	2349.011	10755.972	NA	5874.989	14912.954	1990	3092.998	NA	3851.99	2657.99	4252.018	NA
sp|O75940|SPF30_HUMAN	4858.9884	7575.9808	6285.035	NA	NA	3167.998	5946.006	NA	7316.043	NA	NA	NA	NA	NA	NA	NA	NA	3832.982	855.0048	11879.97	NA	1421.012	NA	NA	16840.004	NA	2977.994	5896.029	12790.964	NA	4212.982	NA	13834.02	2795.9804	6693.027	19747.977	948.0015	5316.99	NA	NA	4710.972	16729.982	5891.967	22263.03	NA	NA	3132.987	NA	NA
sp|O75943|RAD17_HUMAN	136905.25	209457.1	204923.3	184662.58	209802.11	235855.71	184864.03	167717.11	207337.04	241092.66	129857.76	119415.03	81531.99	130001.99	106624.76	96413.92	116606.97	289787.42	234285.89	241897.38	156027.21	244882.91	274587.23	158209.71	270899.08	187173.16	254028.79	175701	211323.81	90577.08	150407.12	230335.52	256012.74	218140.19	194426.18	226823.09	146378.92	238931.7	194306.95	153982.06	212403.28	211651.15	248305.9	258006.78	142786.14	158012.01	191888.15	196705.38	189033.1
sp|O75947|ATP5H_HUMAN	66870.11	106233.12	81389	74650.054	72909.95	70037.01	78800.12	66066.93	62093.02	78096.84	53504.2	111831.8	30107.106	48460.976	26994.035	26751.004	32415.076	93792.96	102267.1	101771.93	54174.068	87789.97	121683.92	63489.08	132657.97	103035.24	116651.93	65593.95	89995.85	46655.979	54781.05	112344.07	93913.1	91596.99	71435.12	81939.92	42060.96	101980.07	67644.08	53095.928	105861.95	87277.075	108364.94	95521.02	49276.94	81696.05	89440.02	88666.11	60018.93
sp|O75955|FLOT1_HUMAN	NA	1560.017	7836.98	23724.965	17185.03	24614	NA	11831.99	45450.11	36640.044	NA	NA	8494.975	NA	4682.006	2967.011	NA	17102.99	12409.021	44227.0164	5371.006	12071.97	21250.0123	NA	14009.9737	NA	24774.972	17043.01	13975.001	NA	10117.967	13711.04	28163.08	11990.08	10443.035	12629.04	12552.97	13796.98	15007.045	NA	14158.983	NA	16254.9965	10108.998	NA	NA	1846.999	11767.951	14409.028
sp|O75962|TRIO_HUMAN	56613.975	69261.14	55523.15	47582.018	52957.902	46609.993	63859.07	49523.052	57081.12	53114.963	33067.955	26562.989	13296.052	28439.958	10626.97	10297.997	15540.983	47008.936	92509.9	79735.86	31218.009	42928.023	99098.96	23574.989	63708.027	52045.053	74808.94	44681.903	73318.94	12965.996	23162.027	82987.02	48317.003	56577.98	26843.011	56596.023	21609.066	56985.14	26151.993	30255.034	63375.03	39330.05	44148.979	81830.06	39673.96	64812.82	40816.976	65648.19	19784.022
sp|O75964|ATP5L_HUMAN	1546525.2	2054250.7	1331075.6	1969301.6	1471705	1270338.9	1264762	1732515.2	1924259.2	1961764	1672109.4	692731.4	838278.6	1607111.8	518465.3	674067	770357.8	1956703.4	2345725.3	2101192.4	890322.3	1968946.3	2648875.3	576374.5	3219335	1535926.85	2744510	1319520.93	1825402.6	503680.07	1211622.7	2708758.2	1966761.7	2169394.8	1138655.2	2135257	830224	3045564.3	1294801.9	1087326.6	1596563	1681397.7	2103973.6	2098447.5	737101.4	1744099.8	1643048.2	2259350.8	949273.2
sp|O75970|MPDZ_HUMAN	14588.994	NA	NA	12186.971	NA	16403.017	NA	9243.991	NA	NA	NA	6823.998	NA	NA	NA	NA	NA	38985.98	NA	NA	NA	23595.005	NA	23537.028	33193.01	38060	40247.08	NA	NA	NA	13061.023	NA	NA	13487.041	NA	NA	13973.001	20602.06	NA	13273.987	NA	NA	NA	NA	16416.014	16034.98	NA	NA	19777.967
sp|O75995|SASH3_HUMAN	12272.021	37827.026	34043.032	11792.9811	22875.97	24469.935	14224.022	17466.9968	19869.019	16102.011	9424.04	17205.0487	9940.9682	8924.009	NA	10758.99	12429.034	23716.982	35853.98	42218.163	20916.056	20359.024	32253.976	21211.99	79068.125	12578.974	40936.899	19508.012	26204.9692	7016.995	18452.025	28624.03	30088.947	20616.046	29292.05	29685.996	17497.996	21848.035	20963.042	13427.988	19677.922	19385.968	30940.979	32095.943	16153.991	26584.944	16643.0074	27671.002	20132.007
sp|O76003|GLRX3_HUMAN	24340.926	12715.03	7003.03	36362.077	4460.986	25602.98	32962.97	17257.976	28117.94	34253.066	17451.03	2515.978	10318.006	17291.057	NA	NA	NA	69947.1	31558.933	61182.96	6491.999	49764.95	63524.95	1785.002	54540.94	11179.01	58408.098	6262.011	35707.9	31040	7614.01	56519.96	56546.01	75036.05	19666.009	34411.915	7280.975	42641.016	18511.034	3905.997	44792.978	91001.92	36325.956	49088.18	2282.001	26336	38219.077	53927.9	10686.02
sp|O76021|RL1D1_HUMAN	NA	1519.0019	NA	11797.98	13042.09	NA	NA	NA	NA	764.0029	9719.01	NA	6733.051	10211.95	8357.99	6088.026	9860.99	NA	1859.997	NA	NA	10154.988	2101.9973	NA	1175.9956	NA	NA	NA	1372.0176	NA	NA	14262	NA	NA	NA	NA	3996.992	8795.027	NA	10193.99	9617.986	NA	NA	NA	NA	1230.9921	1017.0191	NA	NA
sp|O76031|CLPX_HUMAN	NA	NA	NA	NA	1835.001	1461.005	2869.006	1456.991	NA	1737.0002	1558.004	NA	NA	NA	NA	NA	NA	NA	2494.976	NA	NA	NA	4343.998	NA	15411.9	2348.989	30887.043	1220.0066	NA	NA	1020.9989	3100	NA	NA	NA	19235.018	NA	NA	NA	NA	NA	NA	1095.003	1625.983	NA	2287.997	NA	3441.02	NA
sp|O76071|CIAO1_HUMAN	6617.989	19081.084	15556.002	9832.003	24753.017	20955.954	10074.018	11653.987	8072.989	22391.914	15355.074	8215	7251.991	19110.916	8658.994	4293.023	13462.944	11246	15957.046	21330.968	15779.984	15011.033	36562.007	13433.948	15720.044	26817.018	30653.045	12685.972	15834.007	4808.009	8087.009	17143.97	13260.027	22116.966	15239.031	24355.061	9671.983	14280.939	9671.977	17868.042	15309.043	10252	22486.935	11607.007	12144.987	17132.963	24760.975	29495.064	13618.928
sp|O76075|DFFB_HUMAN	40540.994	100841.97	96939.07	76997.11	94293.9	79750.88	100391.74	41360.09	107758.12	40917.95	38715.932	9849.03	25982.03	30286.04	24110.021	19067.043	32670.998	66595.01	121324.25	178824.98	56148.81	69880.97	132830.24	38201.88	74404.94	130179.67	65278.86	24585.91	102343.5	64459.97	58869.83	58618.95	60594.96	103621.16	66127.87	52680.01	55184.91	118586.19	43730	22878.03	113582.97	72979.87	100118.18	56258.98	32983.91	44513.938	75590.02	86568.85	65324.98
sp|O76094|SRP72_HUMAN	NA	34430.87	54603.86	23051.94	38281.98	17992.01	15642.01	19492	33175	19443.02	15722	NA	9876.031	13780.98	9740.995	6871.066	14036.945	26637.98	30292.99	22700.01	23257.04	22547.06	25045.94	25057.054	35782.14	23809.9	28756.94	21592.1	43504.97	NA	35057.85	37314.12	18181	23882	16408.005	21342.013	24018.05	31645.96	18342.038	22234.988	26956.9	16278.04	27663	NA	NA	31060.9	21767.99	30933.97	NA
sp|O77932|DXO_HUMAN	30986.959	52243.95	62204.87	37019.964	26201.089	17027.961	12517.0196	37250.042	64178.096	13010.02	33199.959	8407.973	89207.95	23683.976	14587	25817.951	15285.911	72898.82	62261.02	93762.08	41198.906	58592.86	79389.96	33689.038	56769.02	39706.023	78221.95	34488.03	73267.01	22500.981	42423.073	35790.022	71153	34675.071	49635.044	53424.99	100188.82	57428.019	50640.02	40671.02	87969.98	39753.995	196874.06	25162.987	16141.948	40142.931	29527.012	85461.98	92517.85
sp|O94760|DDAH1_HUMAN	NA	NA	NA	7388.985	NA	7012.9947	NA	14688.975	NA	NA	NA	16566.022	NA	18319.047	NA	NA	NA	6741.007	5772.011	NA	NA	4334.023	NA	10039.023	4319.99	10739.017	NA	NA	11551.0015	NA	NA	2553.0221	2364.002	NA	NA	NA	NA	NA	1195	6335.0147	3208.0115	2939.018	10410.9803	NA	6814.989	26629.993	NA	NA	NA
sp|O94762|RECQ5_HUMAN	9075.992	14389.954	13757.016	14825.99	15810.018	6675.0124	8498.997	19298.973	12849.026	14018.019	8133.988	868.0061	3439.0138	7063.0179	673.0022	901.9918	882.006	19249.971	22687.006	19454.013	7333.963	16688.026	27678.059	3278.9968	29544.915	16029.041	22887.946	6580.9737	14054.989	7177.0029	8733.001	28729.006	15805.003	19799.95	10932.961	12056.0087	637.9944	19526.951	10111.981	6302.9885	19722.981	13543.035	20458.968	22191.003	903.0135	17424.985	18133.972	14582.94	11193.985
sp|O94763|RMP_HUMAN	1147.986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	506.9986	NA	1322	NA	NA	NA	NA	1326.002	NA	2133.978	NA	NA	NA	12574.034	NA	2238.005	3410.002	2168.975	NA	NA	NA	NA	NA	2590.985	NA	3398.973	NA	NA	NA	NA	NA	NA	2124.985	NA	2024.967	2016.006	1919.012
sp|O94766|B3GA3_HUMAN	72795.11	114899.99	58741.208	59806.97	89389	93160.86	52959.96	44404.08	60126.89	62217.94	48176.09	29397.07	17541.973	44839.13	34918.963	22707.047	27489.027	73789.05	88959.92	78128.92	26169.965	49050.983	96537.14	54187.92	89208.99	63204.93	96160.86	46722.01	67371.06	43588.028	40941.96	98583.27	68017.97	59421.04	67634.06	56515	48064.08	72997.96	46874.02	44964.98	76236.94	71034.99	79199.94	76678.04	38262.93	63565.96	92180.08	86050.11	60088.91
sp|O94776|MTA2_HUMAN	12217.0672	14767.033	7819.968	9853.981	7799.006	6751.009	8321.964	7183.007	7433.004	8198.993	7114.985	6990.017	5931.019	6810.986	4324.97	4103.006	7079	12123.013	9951.969	9180.003	8265.012	10945.975	12358.046	10853.01	10273.034	7202.042	11574.021	10037.9888	11607.049	13727.973	6962.9731	16141.999	9141.026	9091.021	11508.03	7053.035	10714	10910.967	7830.992	8166.032	15469.02	6365.01	14061.009	9507.983	8093.995	11613.971	10399.986	10458.005	13495.967
sp|O94804|STK10_HUMAN	240172.76	418047.7	261086.33	399732.91	449924.06	188630.86	188451.96	384075.9	363720.27	410614.57	215299.19	186418.97	158686.04	296723.76	121878.1	117244.21	129299.82	430981.23	521118.24	470399.11	171936.9	339016.01	532413	124468.08	615753.2	412914.17	492840.98	282541.11	368609.79	115746.05	242009.3	647897.5	356582.06	326431.99	213991.09	388284.03	171173.09	470375.97	236694.91	309788.94	440316.72	249646.69	435367.32	262113.73	210465.05	534928.06	308765.97	382742.09	239058.67
